toilet_id,name,addr,lat,lng,male_wc,female_wc,male_wc_disabled,female_wc_disabled,accessible,district,dong
NMG-0103,부경대학교 종합복지관,부산광역시 남구 신선로 365,35.1173955,129.0923084,21,9,0,0,0,남구,용당동
NMG-0104,부경대학교 산학협력관,부산광역시 남구 신선로 365,35.1173955,129.0923084,20,7,0,0,0,남구,용당동
NMG-0105,부경대학교 9공학관,부산광역시 남구 신선로 365,35.1173955,129.0923084,20,4,0,0,0,남구,용당동
NMG-0106,부경대학교 10공학관,부산광역시 남구 신선로 365,35.1173955,129.0923084,70,21,0,0,0,남구,용당동
NMG-0107,부경대학교 8공학관,부산광역시 남구 신선로 365,35.1173955,129.0923084,31,6,0,0,0,남구,용당동
NMG-0108,부경대학교 7공학관,부산광역시 남구 신선로 365,35.1173955,129.0923084,50,13,0,0,0,남구,용당동
NMG-0109,부경대학교 6공학관,부산광역시 남구 신선로 365,35.1173955,129.0923084,20,2,0,0,0,남구,용당동
NMG-0110,부경대학교 공학도서관,부산광역시 남구 신선로 365,35.1173955,129.0923084,46,2,0,0,0,남구,용당동
NMG-0111,부경대학교 5공학관,부산광역시 남구 신선로 365,35.1173955,129.0923084,24,8,0,0,0,남구,용당동
NMG-0112,부경대학교 4공학관,부산광역시 남구 신선로 365,35.1173955,129.0923084,24,4,0,0,0,남구,용당동
NMG-0113,부경대학교 3공학관,부산광역시 남구 신선로 365,35.1173955,129.0923084,20,4,0,0,0,남구,용당동
NMG-0114,부경대학교 2공학관,부산광역시 남구 신선로 365,35.1173955,129.0923084,17,2,0,0,0,남구,용당동
NMG-0115,문현4동 체육공원 공중화장실,부산광역시 남구 장고개로104번길 55-13,35.132298,129.071315,2,2,0,0,0,남구,문현동
NMG-0116,황령산 벚꽃약수터,부산광역시 남구 진남로 274-27,35.148146,129.076313,2,2,0,0,0,남구,문현동
NMG-0117,문현1동 체육공원,부산광역시 남구 진남로198번길 77-15,35.147124,129.08077,2,2,0,0,0,남구,문현동
NMG-0118,황령산 문현약수터,부산광역시 남구 진남로232번길 53-49,35.149138,129.080654,2,1,0,0,0,남구,문현동
NMG-0119,대성주유소,부산광역시 남구 문현로 67,35.14399,129.07641,4,0,0,0,0,남구,문현동
NMG-0120,문현지구대 공중화장실,부산광역시 남구 전포대로20번길 47,35.13912,129.06979,2,1,2,1,1,남구,문현동
NMG-0121,문현4치안센터,부산광역시 남구 지게골로 17,35.13615,129.06774,2,0,0,0,0,남구,대연동
NMG-0122,일제강제동원역사관 본관,부산광역시 남구 홍곡로320번길 100,35.12523,129.09241,23,26,6,1,1,남구,대연동
NMG-0123,일제강제동원역사관 주차장,부산광역시 남구 홍곡로320번길 100,35.12523,129.09241,4,2,1,0,1,남구,대연동
NMG-0124,유엔평화기념관,부산광역시 남구 홍곡로320번길 106,35.15242,129.08322,21,27,3,3,1,남구,대연동
NMG-0125,사랑드림 주유소,부산광역시 남구 황령대로 343,35.14755,129.09579,22,1,0,0,0,남구,대연동
